Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
commons-lang,org.apache.commons.lang3.math,FractionTest,testAbs,Magic Number,The method contains a magic number: 50,37
commons-lang,org.apache.commons.lang3.math,FractionTest,testAbs,Magic Number,The method contains a magic number: 75,37
commons-lang,org.apache.commons.lang3.math,FractionTest,testAbs,Magic Number,The method contains a magic number: 50,37
commons-lang,org.apache.commons.lang3.math,FractionTest,testAbs,Magic Number,The method contains a magic number: 75,37
commons-lang,org.apache.commons.lang3.math,FractionTest,testAbs,Magic Number,The method contains a magic number: 50,37
commons-lang,org.apache.commons.lang3.math,FractionTest,testAbs,Magic Number,The method contains a magic number: 75,37
commons-lang,org.apache.commons.lang3.math,FractionTest,testAbs,Magic Number,The method contains a magic number: 50,37
commons-lang,org.apache.commons.lang3.math,FractionTest,testAbs,Magic Number,The method contains a magic number: 75,37
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 3,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 5,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 5,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 4,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 5,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 3,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 5,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 2,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 5,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 3,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 5,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 3,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 5,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 6,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 5,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 3,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 5,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 4,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 5,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 5,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 3,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 5,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 2,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 11,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 10,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 3,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 8,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 6,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 13,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 24,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 5,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 5,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 13,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 13,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 2,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 2,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 2,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 13,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 17,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 2,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 13,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 13,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 17,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 2,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 2,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 17,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 2,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 13,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 2,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 32768,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 3,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 59049,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 52451,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 1934917632,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 3,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 3,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 5,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 5,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 3,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 327680,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 2,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testAdd,Magic Number,The method contains a magic number: 59049,64
commons-lang,org.apache.commons.lang3.math,FractionTest,testCompareTo,Magic Number,The method contains a magic number: 3,166
commons-lang,org.apache.commons.lang3.math,FractionTest,testCompareTo,Magic Number,The method contains a magic number: 5,166
commons-lang,org.apache.commons.lang3.math,FractionTest,testCompareTo,Magic Number,The method contains a magic number: 2,166
commons-lang,org.apache.commons.lang3.math,FractionTest,testCompareTo,Magic Number,The method contains a magic number: 5,166
commons-lang,org.apache.commons.lang3.math,FractionTest,testCompareTo,Magic Number,The method contains a magic number: 4,166
commons-lang,org.apache.commons.lang3.math,FractionTest,testCompareTo,Magic Number,The method contains a magic number: 5,166
commons-lang,org.apache.commons.lang3.math,FractionTest,testCompareTo,Magic Number,The method contains a magic number: 3,166
commons-lang,org.apache.commons.lang3.math,FractionTest,testCompareTo,Magic Number,The method contains a magic number: 5,166
commons-lang,org.apache.commons.lang3.math,FractionTest,testCompareTo,Magic Number,The method contains a magic number: 6,166
commons-lang,org.apache.commons.lang3.math,FractionTest,testCompareTo,Magic Number,The method contains a magic number: 10,166
commons-lang,org.apache.commons.lang3.math,FractionTest,testConstants,Magic Number,The method contains a magic number: 2,199
commons-lang,org.apache.commons.lang3.math,FractionTest,testConstants,Magic Number,The method contains a magic number: 3,199
commons-lang,org.apache.commons.lang3.math,FractionTest,testConstants,Magic Number,The method contains a magic number: 2,199
commons-lang,org.apache.commons.lang3.math,FractionTest,testConstants,Magic Number,The method contains a magic number: 3,199
commons-lang,org.apache.commons.lang3.math,FractionTest,testConstants,Magic Number,The method contains a magic number: 4,199
commons-lang,org.apache.commons.lang3.math,FractionTest,testConstants,Magic Number,The method contains a magic number: 2,199
commons-lang,org.apache.commons.lang3.math,FractionTest,testConstants,Magic Number,The method contains a magic number: 4,199
commons-lang,org.apache.commons.lang3.math,FractionTest,testConstants,Magic Number,The method contains a magic number: 3,199
commons-lang,org.apache.commons.lang3.math,FractionTest,testConstants,Magic Number,The method contains a magic number: 4,199
commons-lang,org.apache.commons.lang3.math,FractionTest,testConstants,Magic Number,The method contains a magic number: 5,199
commons-lang,org.apache.commons.lang3.math,FractionTest,testConstants,Magic Number,The method contains a magic number: 2,199
commons-lang,org.apache.commons.lang3.math,FractionTest,testConstants,Magic Number,The method contains a magic number: 5,199
commons-lang,org.apache.commons.lang3.math,FractionTest,testConstants,Magic Number,The method contains a magic number: 3,199
commons-lang,org.apache.commons.lang3.math,FractionTest,testConstants,Magic Number,The method contains a magic number: 5,199
commons-lang,org.apache.commons.lang3.math,FractionTest,testConstants,Magic Number,The method contains a magic number: 4,199
commons-lang,org.apache.commons.lang3.math,FractionTest,testConstants,Magic Number,The method contains a magic number: 5,199
commons-lang,org.apache.commons.lang3.math,FractionTest,testConversions,Magic Number,The method contains a magic number: 3,238
commons-lang,org.apache.commons.lang3.math,FractionTest,testConversions,Magic Number,The method contains a magic number: 7,238
commons-lang,org.apache.commons.lang3.math,FractionTest,testConversions,Magic Number,The method contains a magic number: 8,238
commons-lang,org.apache.commons.lang3.math,FractionTest,testConversions,Magic Number,The method contains a magic number: 3,238
commons-lang,org.apache.commons.lang3.math,FractionTest,testConversions,Magic Number,The method contains a magic number: 3L,238
commons-lang,org.apache.commons.lang3.math,FractionTest,testConversions,Magic Number,The method contains a magic number: 3.875f,238
commons-lang,org.apache.commons.lang3.math,FractionTest,testConversions,Magic Number,The method contains a magic number: 0.00001f,238
commons-lang,org.apache.commons.lang3.math,FractionTest,testConversions,Magic Number,The method contains a magic number: 3.875d,238
commons-lang,org.apache.commons.lang3.math,FractionTest,testConversions,Magic Number,The method contains a magic number: 0.00001d,238
commons-lang,org.apache.commons.lang3.math,FractionTest,testDivide,Magic Number,The method contains a magic number: 3,249
commons-lang,org.apache.commons.lang3.math,FractionTest,testDivide,Magic Number,The method contains a magic number: 5,249
commons-lang,org.apache.commons.lang3.math,FractionTest,testDivide,Magic Number,The method contains a magic number: 2,249
commons-lang,org.apache.commons.lang3.math,FractionTest,testDivide,Magic Number,The method contains a magic number: 5,249
commons-lang,org.apache.commons.lang3.math,FractionTest,testDivide,Magic Number,The method contains a magic number: 3,249
commons-lang,org.apache.commons.lang3.math,FractionTest,testDivide,Magic Number,The method contains a magic number: 2,249
commons-lang,org.apache.commons.lang3.math,FractionTest,testDivide,Magic Number,The method contains a magic number: 3,249
commons-lang,org.apache.commons.lang3.math,FractionTest,testDivide,Magic Number,The method contains a magic number: 5,249
commons-lang,org.apache.commons.lang3.math,FractionTest,testDivide,Magic Number,The method contains a magic number: 5,249
commons-lang,org.apache.commons.lang3.math,FractionTest,testDivide,Magic Number,The method contains a magic number: 2,249
commons-lang,org.apache.commons.lang3.math,FractionTest,testDivide,Magic Number,The method contains a magic number: 7,249
commons-lang,org.apache.commons.lang3.math,FractionTest,testDivide,Magic Number,The method contains a magic number: 2,249
commons-lang,org.apache.commons.lang3.math,FractionTest,testDivide,Magic Number,The method contains a magic number: 7,249
commons-lang,org.apache.commons.lang3.math,FractionTest,testDivide,Magic Number,The method contains a magic number: 2,249
commons-lang,org.apache.commons.lang3.math,FractionTest,testDivide,Magic Number,The method contains a magic number: 7,249
commons-lang,org.apache.commons.lang3.math,FractionTest,testEquals,Magic Number,The method contains a magic number: 3,295
commons-lang,org.apache.commons.lang3.math,FractionTest,testEquals,Magic Number,The method contains a magic number: 5,295
commons-lang,org.apache.commons.lang3.math,FractionTest,testEquals,Magic Number,The method contains a magic number: 6,295
commons-lang,org.apache.commons.lang3.math,FractionTest,testEquals,Magic Number,The method contains a magic number: 3,295
commons-lang,org.apache.commons.lang3.math,FractionTest,testEquals,Magic Number,The method contains a magic number: 5,295
commons-lang,org.apache.commons.lang3.math,FractionTest,testEquals,Magic Number,The method contains a magic number: 2,295
commons-lang,org.apache.commons.lang3.math,FractionTest,testEquals,Magic Number,The method contains a magic number: 5,295
commons-lang,org.apache.commons.lang3.math,FractionTest,testEquals,Magic Number,The method contains a magic number: 3,295
commons-lang,org.apache.commons.lang3.math,FractionTest,testEquals,Magic Number,The method contains a magic number: 5,295
commons-lang,org.apache.commons.lang3.math,FractionTest,testEquals,Magic Number,The method contains a magic number: 6,295
commons-lang,org.apache.commons.lang3.math,FractionTest,testEquals,Magic Number,The method contains a magic number: 10,295
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_double,Magic Number,The method contains a magic number: 0.5d,318
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_double,Magic Number,The method contains a magic number: 2,318
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_double,Magic Number,The method contains a magic number: 0.875d,318
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_double,Magic Number,The method contains a magic number: 7,318
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_double,Magic Number,The method contains a magic number: 8,318
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_double,Magic Number,The method contains a magic number: 1.25d,318
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_double,Magic Number,The method contains a magic number: 5,318
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_double,Magic Number,The method contains a magic number: 4,318
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_double,Magic Number,The method contains a magic number: 0.66666d,318
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_double,Magic Number,The method contains a magic number: 2,318
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_double,Magic Number,The method contains a magic number: 3,318
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_double,Magic Number,The method contains a magic number: 10001d,318
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_double,Magic Number,The method contains a magic number: 100,318
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_double,Magic Number,The method contains a magic number: 1001,318
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_double,Magic Number,The method contains a magic number: 10000,318
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 2,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 2,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 2,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 2,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 23,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 345,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 23,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 345,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 22,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 7,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 22,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 7,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 6,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 10,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 6,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 10,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 6,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 10,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 6,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 10,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 6,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 10,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 6,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 10,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 2,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 3,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int,Magic Number,The method contains a magic number: 4,382
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 2,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 2,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 2,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 2,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 4,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 2,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 2,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 2,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 2,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 3,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 2,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 6,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 10,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 6,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 10,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 6,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 10,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 6,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 10,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 16,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 10,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 6,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 10,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 6,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 10,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 6,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 10,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 2,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 3,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 2,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 2,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 4,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_int_int_int,Magic Number,The method contains a magic number: 2,436
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_String_double,Magic Number,The method contains a magic number: 5,495
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_String_double,Magic Number,The method contains a magic number: 2,495
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_String_double,Magic Number,The method contains a magic number: 2,495
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_String_double,Magic Number,The method contains a magic number: 3,495
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_String_improper,Magic Number,The method contains a magic number: 5,520
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_String_improper,Magic Number,The method contains a magic number: 2,520
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_String_improper,Magic Number,The method contains a magic number: 2,520
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_String_improper,Magic Number,The method contains a magic number: 3,520
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_String_improper,Magic Number,The method contains a magic number: 7,520
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_String_improper,Magic Number,The method contains a magic number: 3,520
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_String_improper,Magic Number,The method contains a magic number: 2,520
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_String_improper,Magic Number,The method contains a magic number: 4,520
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_String_proper,Magic Number,The method contains a magic number: 6,554
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_String_proper,Magic Number,The method contains a magic number: 5,554
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_String_proper,Magic Number,The method contains a magic number: 15,554
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_String_proper,Magic Number,The method contains a magic number: 2,554
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_String_proper,Magic Number,The method contains a magic number: 6,554
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_String_proper,Magic Number,The method contains a magic number: 4,554
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_String_proper,Magic Number,The method contains a magic number: 15,554
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_String_proper,Magic Number,The method contains a magic number: 2,554
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_String_proper,Magic Number,The method contains a magic number: 6,554
commons-lang,org.apache.commons.lang3.math,FractionTest,testFactory_String_proper,Magic Number,The method contains a magic number: 4,554
commons-lang,org.apache.commons.lang3.math,FractionTest,testGets,Magic Number,The method contains a magic number: 3,590
commons-lang,org.apache.commons.lang3.math,FractionTest,testGets,Magic Number,The method contains a magic number: 5,590
commons-lang,org.apache.commons.lang3.math,FractionTest,testGets,Magic Number,The method contains a magic number: 6,590
commons-lang,org.apache.commons.lang3.math,FractionTest,testGets,Magic Number,The method contains a magic number: 23,590
commons-lang,org.apache.commons.lang3.math,FractionTest,testGets,Magic Number,The method contains a magic number: 3,590
commons-lang,org.apache.commons.lang3.math,FractionTest,testGets,Magic Number,The method contains a magic number: 5,590
commons-lang,org.apache.commons.lang3.math,FractionTest,testGets,Magic Number,The method contains a magic number: 6,590
commons-lang,org.apache.commons.lang3.math,FractionTest,testGets,Magic Number,The method contains a magic number: 3,590
commons-lang,org.apache.commons.lang3.math,FractionTest,testGets,Magic Number,The method contains a magic number: 5,590
commons-lang,org.apache.commons.lang3.math,FractionTest,testGets,Magic Number,The method contains a magic number: 6,590
commons-lang,org.apache.commons.lang3.math,FractionTest,testGets,Magic Number,The method contains a magic number: 23,590
commons-lang,org.apache.commons.lang3.math,FractionTest,testGets,Magic Number,The method contains a magic number: 3,590
commons-lang,org.apache.commons.lang3.math,FractionTest,testGets,Magic Number,The method contains a magic number: 5,590
commons-lang,org.apache.commons.lang3.math,FractionTest,testGets,Magic Number,The method contains a magic number: 6,590
commons-lang,org.apache.commons.lang3.math,FractionTest,testHashCode,Magic Number,The method contains a magic number: 3,613
commons-lang,org.apache.commons.lang3.math,FractionTest,testHashCode,Magic Number,The method contains a magic number: 5,613
commons-lang,org.apache.commons.lang3.math,FractionTest,testHashCode,Magic Number,The method contains a magic number: 3,613
commons-lang,org.apache.commons.lang3.math,FractionTest,testHashCode,Magic Number,The method contains a magic number: 5,613
commons-lang,org.apache.commons.lang3.math,FractionTest,testHashCode,Magic Number,The method contains a magic number: 2,613
commons-lang,org.apache.commons.lang3.math,FractionTest,testHashCode,Magic Number,The method contains a magic number: 5,613
commons-lang,org.apache.commons.lang3.math,FractionTest,testHashCode,Magic Number,The method contains a magic number: 6,613
commons-lang,org.apache.commons.lang3.math,FractionTest,testHashCode,Magic Number,The method contains a magic number: 10,613
commons-lang,org.apache.commons.lang3.math,FractionTest,testInvert,Magic Number,The method contains a magic number: 50,627
commons-lang,org.apache.commons.lang3.math,FractionTest,testInvert,Magic Number,The method contains a magic number: 75,627
commons-lang,org.apache.commons.lang3.math,FractionTest,testInvert,Magic Number,The method contains a magic number: 75,627
commons-lang,org.apache.commons.lang3.math,FractionTest,testInvert,Magic Number,The method contains a magic number: 50,627
commons-lang,org.apache.commons.lang3.math,FractionTest,testInvert,Magic Number,The method contains a magic number: 4,627
commons-lang,org.apache.commons.lang3.math,FractionTest,testInvert,Magic Number,The method contains a magic number: 3,627
commons-lang,org.apache.commons.lang3.math,FractionTest,testInvert,Magic Number,The method contains a magic number: 3,627
commons-lang,org.apache.commons.lang3.math,FractionTest,testInvert,Magic Number,The method contains a magic number: 4,627
commons-lang,org.apache.commons.lang3.math,FractionTest,testInvert,Magic Number,The method contains a magic number: 15,627
commons-lang,org.apache.commons.lang3.math,FractionTest,testInvert,Magic Number,The method contains a magic number: 47,627
commons-lang,org.apache.commons.lang3.math,FractionTest,testInvert,Magic Number,The method contains a magic number: 47,627
commons-lang,org.apache.commons.lang3.math,FractionTest,testInvert,Magic Number,The method contains a magic number: 15,627
commons-lang,org.apache.commons.lang3.math,FractionTest,testInvert,Magic Number,The method contains a magic number: 3,627
